InterZone,Name,TotPop2011,ResPop2011,HHCnt2011,Easting,Northing
S02001236,Culter,"4845","4733","2143","383855","801018"
S02001237,"Cults, Bieldside and Milltimber West","4007","3751","1428","386152","801879"
S02001238,"Cults, Bieldside and Milltimber East","6112","5850","2291","388518","802839"
S02001239,Garthdee,"5229","5152","2439","391978","803525"
S02001240,"Braeside, Mannofield, Broomhill and Seafield East","4419","4358","2193","392903","804730"
S02001241,"Braeside, Mannofield, Broomhill and Seafield South","3831","3797","1754","391809","804054"
S02001242,"Braeside, Mannofield, Broomhill and Seafield North","4564","4508","2214","391060","804916"
S02001243,Hazlehead,"4946","4908","2318","389774","805832"
S02001244,Summerhill,"3911","3820","1848","390387","806491"
S02001245,Midstocket,"4572","4507","2081","392013","806660"
S02001246,Rosemount,"5843","5685","3389","393237","806520"
S02001247,West End North,"3518","3488","1518","392067","805884"
S02001248,West End South,"6102","5989","3251","392592","805284"
S02001249,City Centre West,"4025","3949","2339","393342","806079"
S02001250,City Centre East,"2509","2436","1402","394237","806106"
S02001251,Ferryhill North,"4901","4773","2763","393773","805236"
S02001252,Ferryhill South,"4745","4673","2507","393320","804790"
S02001253,"Kincorth, Leggart and Nigg North","4094","4047","1860","393531","803375"
S02001254,"Kincorth, Leggart and Nigg South","4024","4024","1784","393717","802995"
S02001255,Cove South,"4069","4069","1674","394919","800761"
S02001256,Cove North,"3683","3623","1648","394999","801594"
S02001257,Torry West,"5686","5438","2863","394976","804877"
S02001258,Torry East,"4606","4577","2170","395612","804863"
S02001259,Hanover South,"3255","3208","1885","394730","806618"
S02001260,Hanover North,"4108","3523","2066","394525","807154"
S02001261,George Street,"7144","5963","3479","393861","806962"
S02001262,Ashgrove,"3705","3582","1944","392914","807576"
S02001263,"Froghall, Powis and Sunnybank","5432","5049","2443","393618","807808"
S02001264,Seaton,"4674","3597","2150","394579","808229"
S02001265,Old Aberdeen,"5021","2864","1510","394378","808726"
S02001266,Tillydrone,"4835","4835","2327","392969","809219"
S02001267,Woodside,"3989","3883","2046","392608","808774"
S02001268,Hilton,"5944","5923","2959","392402","808430"
S02001269,Stockethill,"5344","5344","2700","391675","807665"
S02001270,Mastrick,"4812","4812","2202","390289","807044"
S02001271,Sheddocksley,"4917","4909","2336","389614","807065"
S02001272,Cummings Park,"3532","3512","1457","391222","808013"
S02001273,Northfield,"5507","5479","2181","389962","808282"
S02001274,Heathryfold and Middlefield,"5272","5213","2116","390943","808846"
S02001275,Kingswells,"5304","5109","1919","386821","807707"
S02001276,Bucksburn South,"3299","3297","1672","389120","809412"
S02001277,Bucksburn North,"4540","4489","2108","388997","809924"
S02001278,Dyce,"5402","5307","2390","389006","813160"
S02001279,Danestone,"4055","3874","1767","391946","809987"
S02001280,Oldmachar West,"4343","4343","1891","392329","811523"
S02001281,Oldmachar East,"4902","4840","1878","393212","810993"
S02001282,Balgownie and Donmouth West,"3588","3588","1686","393463","810082"
S02001283,Balgownie and Donmouth East,"2715","2706","1237","394363","810138"
S02001284,Denmore,"2913","2839","1145","393894","811718"
S02001285,East Cairngorms,"3114","3002","1446","337101","796053"
S02001286,Aboyne and South Deeside,"4894","4834","2012","353566","798710"
S02001287,Mearns and Laurencekirk,"4188","4107","1701","371101","771301"
S02001288,Mearns South and Benholm,"3972","3967","1644","373881","764698"
S02001289,Mearns North and Inverbervie,"5365","5326","2182","382824","772623"
S02001290,"Fetteresso, Netherley and Catter","3343","3340","1279","386105","789346"
S02001291,Stonehaven South,"5544","5406","2389","386414","785887"
S02001292,Stonehaven North,"5887","5842","2451","386426","786491"
S02001293,Newtonhill,"2982","2982","1160","391196","793411"
S02001294,Portlethen,"4526","4467","1796","391506","796262"
S02001295,Banchory-Devenick and Findon,"4306","4246","1650","392342","797252"
S02001296,"Dunecht, Durris and Drumoak","4812","4802","1868","376583","803070"
S02001297,Banchory East,"4049","4045","1652","370615","796396"
S02001298,Banchory West,"3097","3053","1301","369852","796044"
S02001299,Crathes and Torphins,"4041","3919","1552","362546","801444"
S02001300,Cromar and Kildrummy,"4140","4058","1733","355616","811387"
S02001301,Howe of Alford,"5571","5560","2331","358276","815556"
S02001302,Kemnay,"3599","3559","1485","373359","816104"
S02001303,Inverurie North,"5501","5478","2451","376525","822229"
S02001304,Inverurie South,"5376","5283","2542","377518","820949"
S02001305,Durno-Chapel of Garioch,"4843","4829","1778","375590","822116"
S02001306,Kintore,"5723","5704","2180","378654","816184"
S02001307,Blackburn,"3271","3271","1252","382736","813006"
S02001308,Westhill North and South,"3931","3869","1446","383026","807440"
S02001309,Westhill Central,"4163","4163","1757","382712","807139"
S02001310,Garlogie and Elrick,"3772","3772","1395","381586","806964"
S02001311,Newmachar and Fintray,"4205","4205","1643","388960","819457"
S02001312,Balmedie and Potterton,"5259","5229","2030","396419","817761"
S02001313,Ellon East,"5849","5791","2453","395514","830457"
S02001314,Ellon West,"4419","4344","1848","394746","831211"
S02001315,Ythanside,"4307","4301","1693","399839","825568"
S02001316,Ythsie,"5693","5693","2310","389022","827755"
S02001317,Barrahill,"4896","4860","1875","380686","827426"
S02001318,Fyvie-Rothie,"3800","3786","1522","376722","838030"
S02001319,"Insch, Oyne and Ythanwells","4623","4558","1878","363356","828511"
S02001320,Clashindarroch,"4502","4497","1819","355335","829127"
S02001321,Huntly,"4438","4347","2123","352645","839696"
S02001322,Auchterless and Monquhitter,"2806","2778","1063","371604","850619"
S02001323,Turriff,"4841","4786","2229","372455","850181"
S02001324,"Portsoy, Fordyce and Cornhill","3293","3222","1420","358589","865999"
S02001325,Aberchirder and Whitehills,"3829","3829","1640","362034","854831"
S02001326,Banff,"4082","4003","1887","368370","863816"
S02001327,Macduff,"4009","3995","1794","370964","864156"
S02001328,Gardenstown and King Edward,"3209","3167","1331","380622","859529"
S02001329,New Pitsligo,"3073","3063","1294","388242","855783"
S02001330,Deer and Mormond,"4592","4562","1902","392110","847872"
S02001331,Mintlaw,"2721","2720","1199","399698","848152"
S02001332,Auchnagatt,"2892","2892","1153","391496","839139"
S02001333,Cruden,"4687","4653","2025","408939","836697"
S02001334,Peterhead Links,"4526","4375","1801","411770","845171"
S02001335,Peterhead Bay,"2620","2611","1306","412301","845799"
S02001336,Peterhead Harbour,"6432","6256","2952","412637","846509"
S02001337,Peterhead Ugieside,"4412","4367","1818","411290","846577"
S02001338,Longside and Rattray,"5864","5781","2239","409659","852069"
S02001339,Rosehearty and Strathbeg,"5984","5981","2486","396026","864441"
S02001340,Fraserburgh Smiddyhill,"4144","4042","1572","399070","865799"
S02001341,Fraserburgh Lochpots,"2577","2569","1095","398399","865981"
S02001342,Fraserburgh Central-Academy,"2708","2684","1274","399019","866476"
S02001343,Fraserburgh Harbour and Broadsea,"3671","3640","1607","399016","867025"
S02001344,South Angus,"5551","5551","2277","334847","734338"
S02001345,Monikie,"5864","5656","2065","349794","736077"
S02001346,Monifieth West,"2900","2900","1251","349016","732230"
S02001347,Monifieth East,"4819","4693","2199","349522","732815"
S02001348,Carnoustie West,"5199","5199","2345","355102","734339"
S02001349,Carnoustie East,"5524","5436","2379","356450","734631"
S02001350,Arbroath Landward,"2321","2239","965","361221","742722"
S02001351,Arbroath Kirkton,"5823","5697","2389","362504","741407"
S02001352,Arbroath Keptie,"3694","3591","1750","363456","741262"
S02001353,Arbroath Harbour,"4707","4626","2630","364117","740767"
S02001354,Arbroath Cliffburn,"4801","4801","2018","364886","741867"
S02001355,Arbroath Warddykes,"4938","4938","2176","364232","741972"
S02001356,Lunan,"2961","2918","1321","370451","755878"
S02001357,Montrose South,"5702","5583","2930","371492","757813"
S02001358,Montrose North,"4820","4792","2241","371387","758898"
S02001359,Hillside,"3535","3509","1441","370558","761220"
S02001360,Friockheim,"3509","3509","1462","359629","749810"
S02001361,Brechin East,"3595","3570","1721","360523","759748"
S02001362,Brechin West,"3886","3837","1821","359673","760498"
S02001363,Letham and Glamis,"5334","5328","2306","347458","749259"
S02001364,Forfar East,"4150","4081","1839","345807","751197"
S02001365,Forfar Central,"4755","4700","2302","346130","750619"
S02001366,Forfar West,"5050","4958","2252","345024","749826"
S02001367,Kirriemuir Landward,"2780","2778","1205","331634","750153"
S02001368,Kirriemuir,"6085","6014","2783","338569","754045"
S02001369,Angus Glens,"3675","3541","1548","347584","758209"
S02001370,"Mull, Iona, Coll and Tiree","3844","3709","1754","142964","751366"
S02001371,Oban South,"5830","5707","2597","185829","728804"
S02001372,Oban North,"2799","2661","1316","185964","730666"
S02001373,Benderloch Trail,"5260","5174","2251","191671","734894"
S02001374,Loch Awe,"2259","2166","996","184755","712791"
S02001375,Mid Argyll,"3146","3104","1426","183619","699415"
S02001376,Greater Lochgilphead,"3825","3769","1792","186332","687983"
S02001377,Knapdale,"2521","2507","1227","186363","668506"
S02001378,Whisky Isles,"3556","3522","1646","131284","659680"
S02001379,Kintyre Trail,"2971","2959","1327","166242","619710"
S02001380,Campbeltown,"4932","4857","2456","171895","620437"
S02001381,Bute,"2687","2646","1328","210334","665281"
S02001382,Rothesay Town,"3811","3777","2059","208624","664546"
S02001383,Cowal South,"2584","2566","1270","214075","669257"
S02001384,Cowal North,"3376","3266","1570","218721","688433"
S02001385,Hunter's Quay,"5249","5072","2402","217691","678090"
S02001386,Dunoon,"4711","4616","2265","217185","676739"
S02001387,Garelochhead,"5636","4721","2060","224489","684777"
S02001388,Helensburgh West and Rhu,"4342","4294","1894","228249","683097"
S02001389,Helensburgh North,"4487","4289","1667","230311","683249"
S02001390,Helensburgh Centre,"3153","3145","1771","230017","682266"
S02001391,Helensburgh East,"4155","4155","1758","230975","682197"
S02001392,Lomond Shore,"3032","3012","1293","234562","677923"
S02001393,Tullibody South,"4396","4349","1852","285581","694589"
S02001394,Tullibody North and Glenochil,"5410","4753","1923","286403","695330"
S02001395,Menstrie,"2804","2764","1208","285173","696661"
S02001396,Alva,"4773","4770","2244","288135","696834"
S02001397,"Fishcross, Devon Village and Coalsnaughton","2112","2076","946","291875","695997"
S02001398,Tillicoultry,"4835","4813","2307","291946","697108"
S02001399,Dollar and Muckhart,"3520","3443","1489","296376","697948"
S02001400,"Clackmannan, Kennet and Forestmill","4408","4402","1861","291258","691803"
S02001401,Sauchie,"5220","5127","2297","289778","694197"
S02001402,Alloa South and East,"4910","4897","2394","289096","692444"
S02001403,Alloa North,"5598","5598","2614","288122","693802"
S02001404,Alloa West,"3456","3447","1599","287635","693020"
S02001405,Stranraer West,"3670","3660","1746","205126","561013"
S02001406,Stranraer East,"2791","2781","1387","206484","560537"
S02001407,Stranraer South,"3606","3513","1538","205617","560029"
S02001408,Rhins North,"3825","3820","1734","207633","561174"
S02001409,Rhins South,"2127","2123","971","209634","549703"
S02001410,Machars North,"2676","2671","1230","219799","557392"
S02001411,Machars South,"5127","5109","2371","242003","544941"
S02001412,Newton Stewart,"5507","5412","2492","241096","565277"
S02001413,Gatehouse,"3465","3324","1529","266274","554343"
S02001414,Kirkcudbright,"5302","5263","2436","269185","552071"
S02001415,Castle Douglas,"4933","4833","2247","277017","562639"
S02001416,Dalbeattie,"4227","4172","2015","283591","560787"
S02001417,Dalbeattie Rural,"2431","2420","1078","281717","565634"
S02001418,Glenkens,"3664","3643","1685","265106","580186"
S02001419,Upper Nithsdale,"4810","4756","2130","277879","610029"
S02001420,Thornhill,"4154","4101","1866","287822","595691"
S02001421,Mid Nithsdale,"4525","4460","1864","296536","583349"
S02001422,Shawhead,"3083","2996","1234","295424","576845"
S02001423,Lochside and Lincluden,"5991","5956","2651","295608","577667"
S02001424,Summerville,"4923","4719","2204","296479","576479"
S02001425,Troqueer,"3531","3524","1682","296850","575382"
S02001426,New Abbey,"3545","3373","1505","295159","574411"
S02001427,Kingholm,"3246","3118","1391","297853","573594"
S02001428,Calside,"2950","2950","1267","299055","575055"
S02001429,Georgetown,"2888","2875","1280","299361","575651"
S02001430,Dumfries Central,"3393","3327","1849","297712","575786"
S02001431,Nunholm,"3436","3389","1584","298143","576529"
S02001432,Locharbriggs,"3022","3021","1370","299074","579990"
S02001433,Heathhall,"3009","3009","1267","299279","579066"
S02001434,Collin,"2776","2765","1189","302826","577039"
S02001435,Lochmaben,"3143","3132","1388","308182","582577"
S02001436,Lockerbie,"5011","4924","2267","313395","582018"
S02001437,Moffat,"3962","3913","1811","308917","605209"
S02001438,Langholm and Eskdale,"3914","3844","1826","336081","584622"
S02001439,Annandale East,"3970","3889","1668","323505","574451"
S02001440,Annandale West,"2613","2601","1131","318871","570219"
S02001441,Annan West,"3262","3252","1607","319163","566356"
S02001442,Annan East,"5658","5580","2363","320298","567020"
S02001443,Eastriggs,"2998","2995","1320","324443","566183"
S02001444,Gretna,"4160","4128","1807","331734","567178"
S02001445,Westend,"5863","5551","2573","337813","730155"
S02001446,Perth Road,"7417","4944","2500","339464","729982"
S02001447,Logie and Blackness,"5602","5546","3152","338689","730690"
S02001448,City Centre,"4781","4080","2131","340088","730804"
S02001449,Docks and Wellgate,"5126","4925","2663","340394","730716"
S02001450,Hilltown,"4852","4766","2871","339976","731534"
S02001451,The Glens,"4648","4643","2847","340415","732025"
S02001452,Stobswell,"5524","5429","3131","340993","731305"
S02001453,Baxter Park,"3224","3224","1390","341767","732057"
S02001454,Craigie and  Craigiebank,"4337","4301","2287","343057","731199"
S02001455,Douglas West,"4453","4426","2258","343818","732204"
S02001456,West Ferry,"3061","2929","1332","344237","731613"
S02001457,Douglas East,"2925","2925","1370","344702","732104"
S02001458,Broughty Ferry West,"4988","4888","2576","346022","730839"
S02001459,Broughty Ferry East,"3782","3782","1727","346592","731961"
S02001460,Barnhill,"4350","4325","2094","347540","732026"
S02001461,West Pitkerro,"6456","6309","2443","347109","732568"
S02001462,Whitfield,"6261","6261","2635","342938","733832"
S02001463,Fintry,"6047","6012","2480","341747","733511"
S02001464,Linlathen and Midcraigie,"5344","5161","2238","342531","732640"
S02001465,Caird Park,"3357","3357","1329","339874","733343"
S02001466,Kirkton,"4001","3941","1531","339448","733826"
S02001467,Downfield,"4940","4914","2148","338366","733917"
S02001468,Fairmuir,"3617","3592","1681","339044","732414"
S02001469,Law,"4793","4735","2827","339155","731585"
S02001470,Balgay,"3582","3582","1775","337497","730898"
S02001471,Menzieshill,"4585","4411","2312","335976","731313"
S02001472,Charleston,"4317","4317","2061","336097","731947"
S02001473,Lochee,"5504","5439","2747","337681","731707"
S02001474,Ardler and St Marys,"5917","5884","2738","337563","733627"
S02001475,Western Edge,"3614","3502","1346","335223","731222"
S02001476,Doon Valley South,"3322","3241","1468","248268","605707"
S02001477,Doon Valley North,"4123","4052","1777","241505","610596"
S02001478,Mauchline Rural,"5154","5147","2257","253001","625421"
S02001479,Drongan,"3205","3205","1363","244323","618379"
S02001480,Mauchline,"4099","4082","1786","250326","627115"
S02001481,Cumnock Rural,"4871","4809","2053","259113","620775"
S02001482,New Cumnock,"2860","2860","1347","261970","612936"
S02001483,Cumnock South and Craigens,"5072","5072","2233","257778","618959"
S02001484,Cumnock North,"3967","3911","1762","256879","620349"
S02001485,Auchinleck,"3819","3741","1650","255339","622320"
S02001486,Northern and Irvine Valley Rural,"5063","5001","1971","246351","643289"
S02001487,Stewarton East,"4238","4236","1813","242555","645874"
S02001488,Stewarton West,"2695","2695","1219","241543","645915"
S02001489,Darvel,"3770","3770","1722","256286","637589"
S02001490,Newmilns,"3053","3046","1470","253686","637290"
S02001491,Galston,"4670","4670","2139","249799","636404"
S02001492,Earlston and Hurlford Rural,"6058","5475","2411","245603","636537"
S02001493,Shortlees,"4583","4583","1926","242803","635604"
S02001494,Bellfield and Kirkstyle,"4338","4338","2041","243165","635926"
S02001495,Kilmarnock South Central and Caprington,"2981","2958","1561","242678","636018"
S02001496,Piersland,"3282","3281","1612","243458","637782"
S02001497,New Farm Loch South,"3039","3039","1383","244175","638138"
S02001498,Dean and New Farm Loch North,"3802","3802","1516","244274","639197"
S02001499,Southcraig and Beansburn,"5832","5816","2197","243550","640474"
S02001500,Altonhill North and Onthank,"4547","4432","1864","242596","640029"
S02001501,"Altonhill South, Longpark and Hillhead","4523","4519","2247","242769","638820"
S02001502,Bonnyton and Town Centre,"3648","3544","2016","241942","638194"
S02001503,"Grange, Howard and Gargieston","5584","5513","2267","241901","637289"
S02001504,"Crosshouse, Gatehead and Kilmaurs Rural","3736","3643","1592","239526","637930"
S02001505,Kilmaurs,"2833","2825","1256","241114","641407"
S02001506,West Clober and Mains Estate,"2896","2896","1067","253771","674661"
S02001507,East Clober and Mains Estate,"3487","3487","1419","254518","674995"
S02001508,Barloch,"3228","3225","1463","256000","674942"
S02001509,Keystone and Dougalston,"3954","3954","1863","255011","674141"
S02001510,Kilmardinny East,"2941","2941","1173","255271","672756"
S02001511,Kilmardinny West,"3518","3509","1477","254586","672732"
S02001512,North Castlehill and Thorn,"4149","4052","1544","252839","673456"
S02001513,South Castlehill and Thorn,"4196","4196","1608","253446","672528"
S02001514,Westerton West,"2724","2724","1125","253433","670825"
S02001515,Westerton East,"3612","3527","1439","254615","670710"
S02001516,Kessington West,"3252","3220","1341","255464","671395"
S02001517,Kessington East,"2845","2845","1112","255836","671395"
S02001518,Torrance and Balmore,"2917","2917","1110","261996","673920"
S02001519,Bishopbriggs North and Kenmure,"5299","5299","2121","261073","671547"
S02001520,Bishopbriggs West and Cadder,"5860","5836","2471","260622","670392"
S02001521,Auchinairn,"5059","4989","2208","261664","669824"
S02001522,Woodhill East,"2476","2476","892","262428","670087"
S02001523,Woodhill West,"4176","4174","1660","262377","670367"
S02001524,Lenzie North,"5336","5329","2123","264840","672531"
S02001525,Lenzie South,"3432","3432","1358","266175","671507"
S02001526,Kirkintilloch South,"3227","3215","1432","266079","673242"
S02001527,Kirkintilloch West,"4202","4128","1962","265085","673756"
S02001528,Hillhead,"4035","4024","1868","266444","674118"
S02001529,Rosebank and Waterside,"3169","3155","1268","267403","673687"
S02001530,Twechar and Harestanes East,"2842","2842","1213","267634","674638"
S02001531,Harestanes,"3409","3409","1573","266980","674340"
S02001532,Milton of Campsie,"4055","3958","1609","265042","676261"
S02001533,Lennoxtown,"4730","4672","1974","263018","677721"
S02001534,Wallyford/Whitecraig,"5839","4981","2071","336443","671870"
S02001535,Musselburgh South,"4560","4538","2045","333583","671732"
S02001536,Musselburgh West,"3079","3079","1270","333168","672333"
S02001537,Musselburgh North,"4844","4621","2549","333994","672933"
S02001538,Musselburgh East,"4454","4403","1995","335288","672430"
S02001539,Pinkie Braes,"2222","2176","908","336112","672584"
S02001540,Prestonpans West,"4957","4957","2186","338598","673930"
S02001541,Prestonpans East,"4183","4183","1841","339598","674269"
S02001542,Cockenzie,"5967","5945","2528","340825","675444"
S02001543,Tranent North,"6314","6231","2595","341050","672835"
S02001544,Tranent South,"5658","5657","2332","340261","672305"
S02001545,Ormiston,"2925","2925","1317","341065","669199"
S02001546,Longniddry and Aberlady,"5465","5459","2347","343683","676047"
S02001547,Haddington Rural,"5633","5557","2327","347612","667625"
S02001548,Haddington North,"4088","4032","1683","350597","674267"
S02001549,Haddington South,"4777","4747","2218","351714","673710"
S02001550,Gullane and Drem,"4166","4115","1867","348850","682707"
S02001551,North Berwick North,"3234","3084","1535","354643","685063"
S02001552,North Berwick South,"3687","3687","1539","355257","684801"
S02001553,East Linton and Rural,"4894","4864","2102","359101","677237"
S02001554,Dunbar West,"4146","4006","1730","367183","678603"
S02001555,Dunbar East,"4625","4572","1920","367896","678416"
S02001556,West Neilston and Uplawmoor,"6414","6414","2661","247495","657077"
S02001557,Cross Stobbs,"3642","3591","1492","249569","659893"
S02001558,"Dunterlie, East Arthurlie and Dovecothall","6000","5936","2927","250550","658955"
S02001559,West Arthurlie and North Neilston,"3946","3896","1745","249899","658440"
S02001560,Auchenback,"4061","4061","1710","250942","657985"
S02001561,Crookfur and Fruin,"5729","5613","2222","253516","656844"
S02001562,"Mearns Village, Westacres and Greenfarm","6250","6211","2296","252916","656195"
S02001563,Whitecraigs and Broom,"3659","3659","1392","254898","656086"
S02001564,Mearnskirk and South Kirkhill,"6034","5983","2464","254257","655601"
S02001565,Eaglesham and Waterfoot,"4647","4647","1970","257415","652222"
S02001566,North Kirkhill,"3130","3130","1339","255748","656104"
